"id","comitted_production_per_hour","hired_for_this","remarks","employee_id","skills_id","process_id","efficiency","smv"
"15","90","yes",NULL,"9842","8","44",NULL,"0"
"16","60","yes",NULL,"9842","8","6",NULL,"0"
"17","100","yes",NULL,"9842","8","7",NULL,"0"
"18","120","yes",NULL,"9846","12","97",NULL,"0"
"19","140","yes",NULL,"9846","8","97",NULL,"0"
"20","70","yes",NULL,"9846","8","67",NULL,"0"
"21","90","yes",NULL,"9846","8","62",NULL,"0"
"22","90","yes",NULL,"9846","8","93",NULL,"0"
"23","70","yes",NULL,"9846","8","92",NULL,"0"
"24","75","yes",NULL,"9852","8","62",NULL,"0"
"25","75","yes",NULL,"9852","15","79",NULL,"0"
"26","100","yes",NULL,"9852","16","81",NULL,"0"
"27","80","yes",NULL,"9852","15","34",NULL,"0"
"28","100","yes",NULL,"9852","80","44",NULL,"0"
"29","70","yes",NULL,"9860","8","62",NULL,"0"
"30","75","yes",NULL,"9860","8","72",NULL,"0"
"31","90","yes",NULL,"9860","8","67",NULL,"0"
"32","90","yes",NULL,"9866","8","45",NULL,"0"
"33","80","yes",NULL,"9866","8","62",NULL,"0"
"34","110","yes",NULL,"9866","11","11",NULL,"0"
"35","90","yes",NULL,"9935","8","63",NULL,"0"
"36","70","yes",NULL,"9935","8","25",NULL,"0"
"37","120","yes",NULL,"9935","8","41",NULL,"0"
"38","90","yes",NULL,"9935","8","67",NULL,"0"
"39","120","yes",NULL,"9942","8","7",NULL,"0"
"40","70","yes",NULL,"9942","8","6",NULL,"0"
"41","140","yes",NULL,"9942","8","35",NULL,"0"
"42","120","yes",NULL,"9942","8","36",NULL,"0"
"43","80","yes",NULL,"9945","8","84",NULL,"0"
"44","100","yes",NULL,"9945","13","79",NULL,"0"
"45","70","yes",NULL,"9945","16","81",NULL,"0"
"46","90","yes",NULL,"9945","16","95",NULL,"0"
"47","70","yes",NULL,"9947","13","96",NULL,"0"
"48","100","yes",NULL,"9947","14","76",NULL,"0"
"49","100","yes",NULL,"9947","16","95",NULL,"0"
"50","100","yes",NULL,"9978","16","79",NULL,"0"
"51","100","yes",NULL,"9978","16","95",NULL,"0"
"52","75","yes",NULL,"9978","13","79",NULL,"0"
"53","90","yes",NULL,"9978","13","94",NULL,"0"
"54","90","yes",NULL,"9979","8","62",NULL,"0"
"55","80","yes",NULL,"9979","11","42",NULL,"0"
"56","90","yes",NULL,"9979","8","95",NULL,"0"
"57","70","yes",NULL,"9980","8","62",NULL,"0"
"58","65","yes",NULL,"9980","16","81",NULL,"0"
"59","70","yes",NULL,"9980","15","79",NULL,"0"
"60","150","yes",NULL,"9981","8","14",NULL,"0"
"61","100","yes",NULL,"9981","8","35",NULL,"0"
"62","130","yes",NULL,"9981","15","58",NULL,"0"
"63","70","yes",NULL,"9982","15","79",NULL,"0"
"64","100","yes",NULL,"9982","15","95",NULL,"0"
"65","80","yes",NULL,"9982","16","81",NULL,"0"
"66","90","yes",NULL,"10003","8","97",NULL,"0"
"67","70","yes",NULL,"10003","8","93",NULL,"0"
"68","80","yes",NULL,"10003","8","76",NULL,"0"
"69","150","yes",NULL,"10003","16","95",NULL,"0"
"70","145","yes",NULL,"10003","16","81",NULL,"0"
"71","120","yes",NULL,"10007","16","56",NULL,"0"
"72","150","yes",NULL,"10007","16","76",NULL,"0"
"73","120","yes",NULL,"10007","16","81",NULL,"0"
"74","150","yes",NULL,"10007","16","95",NULL,"0"
"75","90","yes",NULL,"10007","16","79",NULL,"0"
"76","90","yes",NULL,"10007","8","80",NULL,"0"
"77","100","yes",NULL,"10007","15","35",NULL,"0"
"78","100","yes",NULL,"10021","8","55",NULL,"0"
"79","100","yes",NULL,"10021","15","56",NULL,"0"
"80","70","yes",NULL,"10021","15","95",NULL,"0"
"81","100","yes",NULL,"10021","15","79",NULL,"0"
"82","100","yes",NULL,"10019","8","35",NULL,"0"
"83","100","yes",NULL,"10019","8","36",NULL,"0"
"84","80","yes",NULL,"10022","8","97",NULL,"0"
"85","52","yes",NULL,"10022","8","24",NULL,"0"
"86","80","yes",NULL,"10022","15","79",NULL,"0"
"87","120","yes",NULL,"10022","15","95",NULL,"0"
"88","100","yes",NULL,"10023","8","41",NULL,"0"
"89","150","yes",NULL,"10023","15","70",NULL,"0"
"90","70","yes",NULL,"10023","15","79",NULL,"0"
"91","60","yes",NULL,"10037","8","18",NULL,"0"
"92","90","yes",NULL,"10037","8","41",NULL,"0"
"93","120","yes",NULL,"10112","16","81",NULL,"0"
"94","150","yes",NULL,"12729","11","46",NULL,"0"
"95","100","yes",NULL,"12729","12","45",NULL,"0"
"96","120","yes",NULL,"12729","15","53",NULL,"0"
"97","140","yes",NULL,"12729","11","94",NULL,"0"
"98","100","yes",NULL,"12807","16","81",NULL,"0"
"99","110","yes",NULL,"12807","16","60",NULL,"0"
"100","140","yes",NULL,"12807","16","58",NULL,"0"
"101","70","yes",NULL,"12754","8","97",NULL,"0"
"102","80","yes",NULL,"12754","15","34",NULL,"0"
"103","70","yes",NULL,"12754","15","96",NULL,"0"
"104","150","yes",NULL,"12754","16","95",NULL,"0"
"105","80","yes",NULL,"12726","14","79",NULL,"0"
"106","110","yes",NULL,"12726","11","56",NULL,"0"
"107","65","yes",NULL,"12726","14","24",NULL,"0"
"108","60","yes",NULL,"12726","10","61",NULL,"0"
"109","75","yes",NULL,"12721","14","75",NULL,"0"
"110","70","yes",NULL,"12721","14","87",NULL,"0"
"111","120","yes",NULL,"12719","15","39",NULL,"0"
"112","100","yes",NULL,"12719","15","23",NULL,"0"
"113","100","yes",NULL,"12719","14","7",NULL,"0"
"114","72","yes",NULL,"12720","14","98",NULL,"0"
"115","80","yes",NULL,"12720","14","7",NULL,"0"
"116","100","yes",NULL,"12720","14","45",NULL,"0"
"117","100","yes",NULL,"12720","15","94",NULL,"0"
"118","120","yes",NULL,"12727","14","65",NULL,"0"
"119","80","yes",NULL,"12727","8","72",NULL,"0"
"120","70","yes",NULL,"12727","10","94",NULL,"0"
"121","75","yes",NULL,"12546","15","79",NULL,"0"
"122","100","yes",NULL,"12546","15","95",NULL,"0"
"123","150","yes",NULL,"12546","15","7",NULL,"0"
"124","80","yes",NULL,"12543","8","26",NULL,"0"
"125","50","yes",NULL,"12543","8","6",NULL,"0"
"126","120","yes",NULL,"12543","8","7",NULL,"0"
"127","80","yes",NULL,"12732","15","79",NULL,"0"
"128","100","yes",NULL,"12732","15","96",NULL,"0"
"129","110","yes",NULL,"12732","8","93",NULL,"0"
"130","105","yes",NULL,"12732","8","18",NULL,"0"
"131","100","yes",NULL,"12919","16","96",NULL,"0"
"132","150","yes",NULL,"12919","16","76",NULL,"0"
"133","100","yes",NULL,"12919","16","57",NULL,"0"
"134","100","yes",NULL,"12919","15","95",NULL,"0"
"135","65","yes",NULL,"12858","8","33",NULL,"0"
"136","90","yes",NULL,"12858","8","7",NULL,"0"
"137","70","yes",NULL,"12923","8","7",NULL,"0"
"138","130","yes",NULL,"12923","8","45",NULL,"0"
"139","75","yes",NULL,"12923","8","80",NULL,"0"
"140","120","yes",NULL,"12755","15","70",NULL,"0"
"141","120","yes",NULL,"12755","15","34",NULL,"0"
"142","180","yes",NULL,"12755","15","65",NULL,"0"
"143","140","yes",NULL,"12920","8","11",NULL,"0"
"144","80","yes",NULL,"12920","8","43",NULL,"0"
"145","130","yes",NULL,"12920","8","65",NULL,"0"
"146","75","yes",NULL,"12806","8","97",NULL,"0"
"147","70","yes",NULL,"12806","15","79",NULL,"0"
"148","60","yes",NULL,"12806","11","58",NULL,"0"
"149","120","yes",NULL,"12811","15","7",NULL,"0"
"150","60","yes",NULL,"12811","15","6",NULL,"0"
"151","120","yes",NULL,"12811","15","59",NULL,"0"
"152","65","yes",NULL,"12808","14","96",NULL,"0"
"153","85","yes",NULL,"12808","16","79",NULL,"0"
"154","140","yes",NULL,"12808","14","56",NULL,"0"
"155","60","yes",NULL,"12922","8","86",NULL,"0"
"156","80","yes",NULL,"12922","8","79",NULL,"0"
"157","100","yes",NULL,"12922","8","18",NULL,"0"
"158","130","yes",NULL,"12809","8","45",NULL,"0"
"159","140","yes",NULL,"12809","8","39",NULL,"0"
"160","75","yes",NULL,"12809","10","44",NULL,"0"
"161","100","yes",NULL,"12918","8","66",NULL,"0"
"162","60","yes",NULL,"12918","8","57",NULL,"0"
"163","70","yes",NULL,"12918","11","93",NULL,"0"
"164","140","yes",NULL,"12918","16","95",NULL,"0"
"165","70","yes",NULL,"12921","15","79",NULL,"0"
"166","90","yes",NULL,"12921","15","95",NULL,"0"
"167","120","yes",NULL,"12921","14","58",NULL,"0"
"168","90","yes",NULL,"12921","16","81",NULL,"0"
"169","70","yes",NULL,"12859","8","72",NULL,"0"
"170","65","yes",NULL,"12859","10","39",NULL,"0"
"171","120","yes",NULL,"12734","15","70",NULL,"0"
"172","120","yes",NULL,"12734","14","65",NULL,"0"
"173","100","yes",NULL,"12734","15","23",NULL,"0"
"174","90","yes",NULL,"12746","15","79",NULL,"0"
"175","100","yes",NULL,"12746","15","95",NULL,"0"
"176","150","yes",NULL,"12746","14","61",NULL,"0"
"177","80","yes",NULL,"12723","8","66",NULL,"0"
"178","100","yes",NULL,"12723","8","67",NULL,"0"
"179","60","yes",NULL,"12723","8","6",NULL,"0"
"180","100","yes",NULL,"12723","8","7",NULL,"0"
"181","120","yes",NULL,"12730","8","71",NULL,"0"
"182","115","yes",NULL,"12730","8","7",NULL,"0"
"183","75","yes",NULL,"12730","10","61",NULL,"0"
"184","70","yes",NULL,"12717","8","41",NULL,"0"
"185","90","yes",NULL,"12717","8","42",NULL,"0"
"186","60","yes",NULL,"12717","11","62",NULL,"0"
"187","120","yes",NULL,"12724","8","7",NULL,"0"
"188","100","yes",NULL,"12724","8","11",NULL,"0"
"189","90","yes",NULL,"12724","8","17",NULL,"0"
"190","70","yes",NULL,"12718","15","79",NULL,"0"
"191","90","yes",NULL,"12718","15","95",NULL,"0"
"192","140","yes",NULL,"12718","15","58",NULL,"0"
"193","70","yes",NULL,"13209","15","35",NULL,"0"
"194","90","yes",NULL,"13209","15","95",NULL,"0"
"195","350","yes",NULL,"13209","28","26",NULL,"0"
"196","110","yes",NULL,"13210","8","7",NULL,"0"
"197","100","yes",NULL,"13210","9","16",NULL,"0"
"198","100","yes",NULL,"13212","8","68",NULL,"0"
"199","120","yes",NULL,"13212","11","92",NULL,"0"
"200","120","yes",NULL,"13212","12","48",NULL,"0"
"201","50","yes",NULL,"13219","11","6",NULL,"0"
"202","120","yes",NULL,"13219","10","45",NULL,"0"
"203","110","yes",NULL,"13219","10","18",NULL,"0"
"204","80","yes",NULL,"13221","8","97",NULL,"0"
"205","110","yes",NULL,"13221","10","71",NULL,"0"
"206","110","yes",NULL,"13221","10","11",NULL,"0"
"207","100","yes",NULL,"13222","8","39",NULL,"0"
"208","90","yes",NULL,"13222","10","93",NULL,"0"
"209","100","yes",NULL,"13225","20","98",NULL,"0"
"210","300","yes",NULL,"13225","20","101",NULL,"0"
"211","80","yes",NULL,"13226","15","81",NULL,"0"
"212","100","yes",NULL,"13226","13","80",NULL,"0"
"213","80","yes",NULL,"13229","8","80",NULL,"0"
"214","100","yes",NULL,"13229","44","65",NULL,"0"
"215","60","yes",NULL,"13246","11","76",NULL,"0"
"216","120","yes",NULL,"13246","8","67",NULL,"0"
"217","90","yes",NULL,"13246","8","72",NULL,"0"
"218","80","yes",NULL,"13246","8","92",NULL,"0"
"219","80","yes",NULL,"13279","15","81",NULL,"0"
"220","100","yes",NULL,"13279","16","81",NULL,"0"
"221","150","yes",NULL,"13279","13","95",NULL,"0"
"222","50","yes",NULL,"13377","8","58",NULL,"0"
"223","100","yes",NULL,"13377","9","7",NULL,"0"
"224","90","yes",NULL,"13377","9","79",NULL,"0"
"225","90","yes",NULL,"13378","8","97",NULL,"0"
"226","60","yes",NULL,"13378","9","77",NULL,"0"
"227","100","yes",NULL,"13378","9","67",NULL,"0"
"228","60","yes",NULL,"13378","8","58",NULL,"0"
"229","60","yes",NULL,"13379","11","24",NULL,"0"
"230","100","yes",NULL,"13379","8","93",NULL,"0"
"231","100","yes",NULL,"13379","8","97",NULL,"0"
"232","90","yes",NULL,"13397","8","67",NULL,"0"
"233","50","yes",NULL,"13397","9","65",NULL,"0"
"234","90","yes",NULL,"13397","10","80",NULL,"0"
"235","50","yes",NULL,"13386","11","6",NULL,"0"
"236","150","yes",NULL,"13386","11","46",NULL,"0"
"237","120","yes",NULL,"13386","12","92",NULL,"0"
"238","70","yes",NULL,"13393","20","97",NULL,"0"
"239","100","yes",NULL,"13393","8","93",NULL,"0"
"243","80","yes",NULL,"13396","8","71",NULL,"0"
"244","90","yes",NULL,"13396","9","54",NULL,"0"
"245","90","yes",NULL,"13396","10","80",NULL,"0"
"246","90","yes",NULL,"13430","8","7",NULL,"0"
"247","100","yes",NULL,"13430","9","77",NULL,"0"
"248","100","yes",NULL,"13430","10","45",NULL,"0"
"249","70","yes",NULL,"13431","16","81",NULL,"0"
"250","120","yes",NULL,"13431","15","58",NULL,"0"
"251","120","yes",NULL,"13431","16","77",NULL,"0"
"252","150","yes",NULL,"13433","16","61",NULL,"0"
"253","100","yes",NULL,"13433","16","81",NULL,"0"
"254","90","yes",NULL,"13474","16","81",NULL,"0"
"255","110","yes",NULL,"13475","8","95",NULL,"0"
"256","120","yes",NULL,"13475","9","7",NULL,"0"
"257","85","yes",NULL,"13494","13","79",NULL,"0"
"258","120","yes",NULL,"13494","13","96",NULL,"0"
"259","100","yes",NULL,"13494","13","7",NULL,"0"
"260","100","yes",NULL,"13497","13","38",NULL,"0"
"261","120","yes",NULL,"13497","13","58",NULL,"0"
"262","80","yes",NULL,"13497","15","96",NULL,"0"
"263","130","yes",NULL,"13499","8","53",NULL,"0"
"264","130","yes",NULL,"13499","11","42",NULL,"0"
"265","150","yes",NULL,"13499","12","93",NULL,"0"
"266","90","yes",NULL,"13500","15","79",NULL,"0"
"267","120","yes",NULL,"13500","15","95",NULL,"0"
"268","150","yes",NULL,"13500","15","49",NULL,"0"
"269","180","yes",NULL,"13504","8","78",NULL,"0"
"270","135","yes",NULL,"13541","8","35",NULL,"0"
"271","130","yes",NULL,"13541","9","7",NULL,"0"
"272","90","yes",NULL,"13541","10","72",NULL,"0"
"273","120","yes",NULL,"13544","8","24",NULL,"0"
"274","100","yes",NULL,"13544","8","48",NULL,"0"
"275","110","yes",NULL,"13544","8","95",NULL,"0"
"276","150","yes",NULL,"13593","8","78",NULL,"0"
"277","90","yes",NULL,"13593","9","11",NULL,"0"
"278","180","yes",NULL,"13593","11","86",NULL,"0"
"279","110","yes",NULL,"13595","8","7",NULL,"0"
"280","120","yes",NULL,"13595","8","45",NULL,"0"
"281","80","yes",NULL,"13595","8","72",NULL,"0"
"282","50","yes",NULL,"13596","12","63",NULL,"0"
"283","80","yes",NULL,"13596","8","72",NULL,"0"
"284","70","yes",NULL,"13596","16","81",NULL,"0"
"285","120","yes",NULL,"13596","16","96",NULL,"0"
"286","110","yes",NULL,"13597","8","97",NULL,"0"
"287","110","yes",NULL,"13597","11","93",NULL,"0"
"288","130","yes",NULL,"13597","12","46",NULL,"0"
"289","105","yes",NULL,"13635",NULL,"46",NULL,"0"
"290","60","yes",NULL,"13635",NULL,"77",NULL,"0"
"291","70","yes",NULL,"13632","8","86",NULL,"0"
"292","110","yes",NULL,"13632","8","7",NULL,"0"
"293","80","yes",NULL,"13632","8","7",NULL,"0"
"294","50","yes",NULL,"13639","8","24",NULL,"0"
"295","110","yes",NULL,"13639","8","72",NULL,"0"
"296","100","yes",NULL,"13639","8","92",NULL,"0"
"297","100","yes",NULL,"13642","8","57",NULL,"0"
"298","120","yes",NULL,"13642","15","95",NULL,"0"
"299","120","yes",NULL,"13642","15","40",NULL,"0"
"300","80","yes",NULL,"13696","19","98",NULL,"0"
"301","100","yes",NULL,"13692","19","98",NULL,"0"
"302","60","yes",NULL,"13692","19","86",NULL,"0"
"303","110","yes",NULL,"13692","31","17",NULL,"0"
"304","50","yes",NULL,"13690","8","87",NULL,"0"
"305","50","yes",NULL,"13690","8","36",NULL,"0"
"306","80","yes",NULL,"13690","8","67",NULL,"0"
"307","80","yes",NULL,"13690","9","97",NULL,"0"
"308","115","yes",NULL,"13693","8","6",NULL,"0"
"309","100","yes",NULL,"13693","13","13",NULL,"0"
"310","110","yes",NULL,"13693","14","49",NULL,"0"
"312","70","yes",NULL,"13751","15","79",NULL,"0"
"313","110","yes",NULL,"13751","15","35",NULL,"0"
"314","75","yes",NULL,"13751","16","96",NULL,"0"
"315","50","yes",NULL,"13751","8","29",NULL,"0"
"316","60","yes",NULL,"13749","8","62",NULL,"0"
"317","100","yes",NULL,"13749","8","72",NULL,"0"
"318","120","yes",NULL,"13749","11","92",NULL,"0"
"319","80","yes",NULL,"13825","8","67",NULL,"0"
"320","50","yes",NULL,"13825","8","6",NULL,"0"
"321","60","yes",NULL,"13825","8","77",NULL,"0"
"322","115","yes",NULL,"13827","13","61",NULL,"0"
"323","100","yes",NULL,"13827","13","95",NULL,"0"
"324","130","yes",NULL,"13828","8","48",NULL,"0"
"325","140","yes",NULL,"13828","11","93",NULL,"0"
"326","150","yes",NULL,"13828","8","79",NULL,"0"
"327","60","yes",NULL,"13772","13","79",NULL,"0"
"328","100","yes",NULL,"13772","13","94",NULL,"0"
"329","90","yes",NULL,"13772","14","61",NULL,"0"
"330","120","yes",NULL,"13772","15","76",NULL,"0"
"331","110","yes",NULL,"13771","26","101",NULL,"0"
"332","100","yes",NULL,"13768","8","67",NULL,"0"
"333","80","yes",NULL,"13768","11","19",NULL,"0"
"334","60","yes",NULL,"13767","11","62",NULL,"0"
"335","100","yes",NULL,"13767","8","97",NULL,"0"
"336","90","yes",NULL,"13767","8","72",NULL,"0"
"337","80","yes",NULL,"13767","8","93",NULL,"0"
"338","60","yes",NULL,"13766","11","58",NULL,"0"
"339","80","yes",NULL,"13766","20","97",NULL,"0"
"340","120","yes",NULL,"13766","11","93",NULL,"0"
"341","100","yes",NULL,"13766","8","18",NULL,"0"
"342","115","yes",NULL,"13886","13","58",NULL,"0"
"343","140","yes",NULL,"13886","13","19",NULL,"0"
"344","100","yes",NULL,"13892","8","97",NULL,"0"
"345","80","yes",NULL,"13892","8","6",NULL,"0"
"346","150","yes",NULL,"13892","12","46",NULL,"0"
"347","80","yes",NULL,"13968","16","96",NULL,"0"
"348","180","yes",NULL,"13968","16","6",NULL,"0"
"349","140","yes",NULL,"13968","16","56",NULL,"0"
"350","70","yes",NULL,"13968","13","79",NULL,"0"
"351","120","yes",NULL,"13968","13","95",NULL,"0"
"352","125","yes",NULL,"13969","8","35",NULL,"0"
"353","60","yes",NULL,"13969","8","16",NULL,"0"
"354","70","yes",NULL,"13969","8","18",NULL,"0"
"355","120","yes",NULL,"13970","8","35",NULL,"0"
"356","100","yes",NULL,"13970","8","7",NULL,"0"
"357","70","yes",NULL,"13970","8","6",NULL,"0"
"358","60","yes",NULL,"13970","8","26",NULL,"0"
"359","60","yes",NULL,"13972","8","79",NULL,"0"
"360","130","yes",NULL,"13972","8","45",NULL,"0"
"361","130","yes",NULL,"13972","15","34",NULL,"0"
"362","140","yes",NULL,"13987","13","58",NULL,"0"
"363","70","yes",NULL,"13987","14","79",NULL,"0"
"364","100","yes",NULL,"13987","13","35",NULL,"0"
"365","80","yes",NULL,"13988","13","79",NULL,"0"
"366","90","yes",NULL,"13988","19","98",NULL,"0"
"367","140","yes",NULL,"13990","16","56",NULL,"0"
"368","150","yes",NULL,"13990","16","59",NULL,"0"
"369","120","yes",NULL,"13990","8","7",NULL,"0"
"370","100","yes",NULL,"14054","8","7",NULL,"0"
"371","100","yes",NULL,"14054","8","6",NULL,"0"
"372","80","yes",NULL,"14054","8","80",NULL,"0"
"373","80","yes",NULL,"14053","11","77",NULL,"0"
"374","110","yes",NULL,"14053","8","7",NULL,"0"
"375","90","yes",NULL,"14053","8","68",NULL,"0"
"376","80","yes",NULL,"14060","15","79",NULL,"0"
"377","80","yes",NULL,"14060","8","97",NULL,"0"
"378","200","yes",NULL,"14060","19","18",NULL,"0"
"379","55","yes",NULL,"14103","8","74",NULL,"0"
"380","200","yes",NULL,"14103","8","68",NULL,"0"
"381","100","yes",NULL,"14103","8","80",NULL,"0"
"386","90","yes",NULL,"14172","8","18",NULL,"0"
"387","130","yes",NULL,"14172","16","81",NULL,"0"
"388","80","yes",NULL,"14172","8","24",NULL,"0"
"389","100","yes",NULL,"14172","8","72",NULL,"0"
"390","120","yes",NULL,"14176","12","41",NULL,"0"
"391","100","yes",NULL,"14176","8","92",NULL,"0"
"392","80","yes",NULL,"14176","8","97",NULL,"0"
"393","100","yes",NULL,"14176","8","18",NULL,"0"
"396","100","yes",NULL,"14197","8","7",NULL,"0"
"397","50","yes",NULL,"14197","8","6",NULL,"0"
"398","90","yes",NULL,"14197","8","80",NULL,"0"
"400","104","no",NULL,"13338","86","106",NULL,"0"
"401","117",NULL,NULL,"13338","86","291",NULL,"0"
"402","115",NULL,NULL,"13175","89","291",NULL,"0"
"403","117",NULL,NULL,"13175","87","290",NULL,"0"
"404","58",NULL,NULL,"13268","163","109",NULL,"0"
"405","111",NULL,NULL,"13268","163","195",NULL,"0"
"406","80",NULL,NULL,"13189","97","105",NULL,"0"
"410","117",NULL,NULL,"13194","86","294",NULL,"0"
"411","113",NULL,NULL,"13194","242","295",NULL,"0"
"417","120",NULL,NULL,"13327","86","159",NULL,"0"
"418","99",NULL,NULL,"13327","86","298",NULL,"0"
"421","105",NULL,NULL,"13321","86","157",NULL,"0"
"422","118",NULL,NULL,"13321","86","301",NULL,"0"
"423","117",NULL,NULL,"13657","86","110",NULL,"0"
"424","80",NULL,NULL,"13657","86","302",NULL,"0"
"425","71",NULL,NULL,"13657","90","137",NULL,"0"
"426","115",NULL,NULL,"13480","86","300",NULL,"0"
"427","145",NULL,NULL,"13480","86","297",NULL,"0"
"431","123",NULL,NULL,"13478","86","297",NULL,"0"
"432","61",NULL,NULL,"13478","86","136",NULL,"0"
"437","79",NULL,NULL,"14204","86","302",NULL,"0"
"440","45","yes",NULL,"14220","8","6",NULL,"0"
"441","100","yes",NULL,"14220","8","7",NULL,"0"
"442","120","yes",NULL,"14220","8","53",NULL,"0"
"443","110","yes",NULL,"14252","8","45",NULL,"0"
"444","70","yes",NULL,"14252","8","62",NULL,"0"
"445","100","yes",NULL,"14252","8","80",NULL,"0"
"446","50","yes",NULL,"14253","8","6",NULL,"0"
"447","120","yes",NULL,"14253","8","7",NULL,"0"
"448","70","yes",NULL,"14253","8","67",NULL,"0"
"449","100","yes",NULL,"14254","8","7",NULL,"0"
"450","50","yes",NULL,"14254","8","7",NULL,"0"
"451","110","yes",NULL,"14254","20","98",NULL,"0"
"452","120","yes",NULL,"14254","20","101",NULL,"0"
"459","72",NULL,NULL,"10739","93","311",NULL,"0"
"460","92",NULL,NULL,"10739","93","312",NULL,"0"
"465","80",NULL,NULL,"12530","86","316",NULL,"0"
"466","148",NULL,NULL,"12530","89","317",NULL,"0"
"467","50",NULL,NULL,"12529","243","305",NULL,"0"
"468","100",NULL,NULL,"12529","243","315",NULL,"0"
"469","59",NULL,NULL,"12565","86","318",NULL,"0"
"470","83",NULL,NULL,"12565","86","319",NULL,"0"
"473","145",NULL,NULL,"12649","86","296",NULL,"0"
"475","138",NULL,NULL,"12659","86","316",NULL,"0"
"476","86",NULL,NULL,"12659","86","320",NULL,"0"
"477","147",NULL,NULL,"12660","86","288",NULL,"0"
"478","145",NULL,NULL,"12660","86","297",NULL,"0"
"479","108",NULL,NULL,"12660","86","117",NULL,"0"
"482","136",NULL,NULL,"12758","86","316",NULL,"0"
"483","86",NULL,NULL,"12758","86","320",NULL,"0"
"484","79",NULL,NULL,"14204","92","310",NULL,"0"
"485","100",NULL,NULL,"14204","92","321",NULL,"0"
"490","65",NULL,NULL,"14115","86","302",NULL,"0"
"491","84",NULL,NULL,"14115","92","311",NULL,"0"
"492","127",NULL,NULL,"14036","86","323",NULL,"0"
"493","120",NULL,NULL,"14036","86","324",NULL,"0"
"494","119",NULL,NULL,"14136","86","325",NULL,"0"
"495","88",NULL,NULL,"14136","86","322",NULL,"0"
"498","78",NULL,NULL,"9707","86","302",NULL,"0"
"499","71",NULL,NULL,"9707","86","131",NULL,"0"
"500","112",NULL,NULL,"9788","92","321",NULL,"0"
"501","88",NULL,NULL,"9788","92","311",NULL,"0"
"509","70",NULL,NULL,"9984","86","302",NULL,"0"
"510","150",NULL,NULL,"9984","86","290",NULL,"0"
"511","80",NULL,NULL,"9984","89","316",NULL,"0"
"519","77",NULL,NULL,"8659","92","310",NULL,"0"
"520","106",NULL,NULL,"8659","92","321",NULL,"0"
"535","86",NULL,NULL,"9056","92","310",NULL,"0"
"536","98",NULL,NULL,"9056","163","122",NULL,"0"
"537","120",NULL,NULL,"9044","86","327",NULL,"0"
"538","122",NULL,NULL,"9331","89","157",NULL,"0"
"539","144",NULL,NULL,"9331","89","301",NULL,"0"
"557","97",NULL,NULL,"6556","89","157",NULL,"0"
"558","97",NULL,NULL,"6556","89","301",NULL,"0"
"561","80",NULL,NULL,"6745","89","297",NULL,"0"
"562","85",NULL,NULL,"6745","86","300",NULL,"0"
"571","59",NULL,NULL,"5052","86","302",NULL,"0"
"572","75",NULL,NULL,"5052","86","336",NULL,"0"
"581","126",NULL,NULL,"4821","163","328",NULL,"0"
"582","117",NULL,NULL,"4821","86","291",NULL,"0"
"593","97",NULL,NULL,"1089","92","310",NULL,"0"
"594","116",NULL,NULL,"1089","92","321",NULL,"0"
"595","180",NULL,NULL,"1089","92","195",NULL,"0"
"604","90",NULL,NULL,"975","86","302",NULL,"0"
"605","74",NULL,NULL,"975","89","340",NULL,"0"
"606","118",NULL,NULL,"1128","86","292",NULL,"0"
"607","81",NULL,NULL,"1128","86","137",NULL,"0"
"629","200",NULL,NULL,"1388","93","109",NULL,"0"
"630","120",NULL,NULL,"1388","93","311",NULL,"0"
"631","211",NULL,NULL,"1388","93","195",NULL,"0"
"632","109",NULL,NULL,"1308","86","349",NULL,"0"
"633","83",NULL,NULL,"1283","243","305","83","0.6"
"638","100",NULL,NULL,"1238","86","136",NULL,"0"
"639","72",NULL,NULL,"1238","89","329",NULL,"0"
"640","124",NULL,NULL,"1238","86","316",NULL,"0"
"661","200",NULL,NULL,"1218","93","321",NULL,"0"
"662","100",NULL,NULL,"1218","93","310",NULL,"0"
"663","257",NULL,NULL,"1218","93","195",NULL,"0"
"690","162",NULL,NULL,"1260","86","347",NULL,"0"
"691","123",NULL,NULL,"1260","86","353",NULL,"0"
"692","108",NULL,NULL,"1260","86","193",NULL,"0"
"695","73",NULL,NULL,"1341","86","303","79","0.65"
"696","73",NULL,NULL,"1341","250","200","79","0.55"
"697","136",NULL,"Promotion","972","86","316","67","0.3"
"698","134",NULL,NULL,"972","86","167","67","0.3"
"701","91",NULL,NULL,"9123","86","336",NULL,"0"
"702","123",NULL,NULL,"9123","86","353",NULL,"0"
"709","80",NULL,NULL,"9674","92","311",NULL,"0"
"710","100",NULL,NULL,"9674","163","122",NULL,"0"
"711","101",NULL,NULL,"9673","243","304","84","0.5"
"725","119",NULL,NULL,"9920","242","359",NULL,"0"
"726","99",NULL,NULL,"9920","92","333",NULL,"0"
"740","101",NULL,NULL,"11424","86","110",NULL,"0"
"741","78",NULL,NULL,"11424","86","106",NULL,"0"
"750","56",NULL,NULL,"12706","93","362",NULL,"0"
"752","60",NULL,NULL,"12707","86","303",NULL,"0"
"753","50",NULL,NULL,"12707","86","302",NULL,"0"
"756","71",NULL,NULL,"12770","92","310",NULL,"0"
"757","100",NULL,NULL,"12770","93","333",NULL,"0"
"758","101",NULL,NULL,"12771","86","185",NULL,"0"
