"id","comitted_production_per_hour","hired_for_this","remarks","employee_id","skills_id","process_id","efficiency","smv"
"4523","150","yes",NULL,"6915","12","654","75","0.3"
"4524","120","yes",NULL,"6915","12","46","60","0.3"
"4525","100","yes",NULL,"6915","12","56","68","0.4"
"4529","Sample All Posses","yes",NULL,"12935",NULL,NULL,"70","0"
"4530","90","yes",NULL,"6921","8","97","75","0.5"
"4531","80","yes",NULL,"6921","8","7","68","0.5"
"4535","roduction follow up,  Line layout, Machine balancing, Capacity balancing, Quality follow up, Target sitting, Day wise production plan","yes",NULL,"12205",NULL,NULL,"72","0"
"4537","70","yes",NULL,"6673","15","79","70","0.6"
"4538","80","yes",NULL,"6673","15","94","60","0.45"
"4539","120","yes",NULL,"6673","15","58","60","0.3"
"4540","120","yes",NULL,"6673","15","49","60","0.3"
"4541","70","yes",NULL,"6673","15","445","70","0.6"
"4542","Production follow up,  Line layout, Machine balancing, Capacity balancing, Quality follow up, Target sitting, Day wise production plan","yes",NULL,"13520",NULL,NULL,"71","0"
"4543","Sample  All Posses Iron","yes",NULL,"10569",NULL,NULL,"60","0"
"4544","109",NULL,NULL,"971","243","304","81","0.45"
"4545","92",NULL,NULL,"971","245","305","81","0.53"
"4551","HR Strategy, Labor Law, Compliance Audit , Admin Leadership, OD, Strategic Workforce Planning, Crisis Management,  Security, Safety & Housekeeping.","yes",NULL,"13300",NULL,NULL,"90","0"
"4552","60","yes",NULL,"6715","8","430","70","0.7"
"4553","90","yes",NULL,"6715","8","7","75","0.5"
"4554","105","yes",NULL,"6715","8","57","70","0.4"
"4555","150","yes",NULL,"6715","8","444","75","0.3"
"4556","66","yes",NULL,"6715","8","67","55","0.5"
"4558","Sample All Posses","yes",NULL,"12503",NULL,NULL,"80","0"
"4559","101",NULL,NULL,"6555","89","296","70","0"
"4560","132",NULL,NULL,"6555","86","120","86","0"
"4561","Production follow up,  Line layout, Machine balancing, Capacity balancing, Quality follow up, Target sitting, Day wise production plan","yes",NULL,"15509",NULL,NULL,"70","0"
"4562","90","yes",NULL,"6686","8","72","75","0.5"
"4563","60","yes",NULL,"6686","8","6","60","0.6"
"4564","90","yes",NULL,"6686","8","7","68","0.45"
"4565","100","yes",NULL,"6686","8","45","67","0.4"
"4566","120","yes",NULL,"6686","8","430","70","0.35"
"4567","Sample All Posses","yes",NULL,"9184",NULL,NULL,"65","0"
"4568","70","yes",NULL,"1137","8","62","70","0.5"
"4569","80","yes",NULL,"1137","8","97","67","0.5"
"4570","72","yes",NULL,"1137","8","67","72","0.6"
"4571","70","yes",NULL,"1137","8","541","70","0.6"
"4572","80","yes",NULL,"1137","8","14","67","0.5"
"4576","Sample All Posses","yes",NULL,"10262",NULL,NULL,"60","0"
"4579","70","yes",NULL,"6615","15","79","70","0.6"
"4580","80","yes",NULL,"6615","15","94","60","0.45"
"4581","120","yes",NULL,"6615","16","96","60","0.3"
"4582","100","yes",NULL,"6615","254","449","66","0.4"
"4583","70","yes",NULL,"6615","254","26","70","0.6"
"4584","Production follow up,  Line layout, Machine balancing, Capacity balancing, Quality follow up, Target sitting, Day wise production plan","yes",NULL,"12097",NULL,NULL,"71","0"
"4586","145",NULL,"Promotion","1255","86","335","60","0.25"
"4587","77",NULL,NULL,"1255","86","193","51","0.4"
"4588","58",NULL,NULL,"1255","86","136","48","0.5"
"4589","148",NULL,"Promotion","974","86","327","74","0.3"
"4590","84","yes",NULL,"6616","252","30","70","0.5"
"4591","98","yes",NULL,"6616","22","66","75","0.5"
"4592","84","yes",NULL,"6616","254","98","70","0.5"
"4594","120","yes",NULL,"3953","8","641","80","0.4"
"4595","Sample All Posses Iron","yes",NULL,"7207",NULL,NULL,"80","0"
"4596","Sample All Posses Iron","yes",NULL,"7207",NULL,NULL,"80","0"
"4597","Production follow up,  Line layout, Machine balancing, Capacity balancing, Quality follow up, Target sitting, Day wise production plan","yes",NULL,"12096",NULL,NULL,"72","0"
"4598","70","yes",NULL,"4318","15","79","70","0.6"
"4599","80","yes",NULL,"4318","15","96","67","0.5"
"4600","98","yes",NULL,"4318","28","543","65","0.4"
"4601","84","yes",NULL,"4318","28","451","70","0.5"
"4602","136","yes",NULL,"4318","15","58","68","0.3"
"4603","90","yes",NULL,"4318","8","41","60","0.4"
"4605","65","yes",NULL,"4310","12","24","75","0.7"
"4606","113","yes",NULL,"4310","12","654","75","0.4"
"4607","105","yes",NULL,"4310","8","46","70","0.4"
"4608","113","yes",NULL,"4310","12","653","75","0.4"
"4609","84","yes",NULL,"4310","8","97","70","0.5"
"4610","84","yes",NULL,"4310","8","542","70","0.5"
"4611","84","yes",NULL,"4310","8","66","70","0.5"
"4612","90","yes",NULL,"4310","8","72","75","0.5"
"4613","78",NULL,NULL,"1266","243","305","72","0.55"
"4614","105",NULL,NULL,"1266","243","415","79","0.45"
"4616","199","yes",NULL,"1374","86","92","83","0.25"
"4618","Sample  All Possess","yes",NULL,"7206",NULL,NULL,"70","0"
"4619","122",NULL,NULL,"4129","86","345","81","0.4"
"4621","150","yes",NULL,"4352","11","46","75","0.3"
"4622","150","yes",NULL,"4352","11","654","75","0.3"
"4623","80","yes",NULL,"4352","8","57","67","0.5"
"4624","120","yes",NULL,"4352","8","67","80","0.4"
"4625","100","yes",NULL,"4352","8","39","67","0.4"
"4626","80","yes",NULL,"4352","8","29","80","0.6"
"4627","90",NULL,NULL,"5043","92","310","75","0.5"
"4628","60","yes",NULL,"4009","8","7","50","0.5"
"4629","151","yes",NULL,"1160","86","500","75","0.3"
"4630","144",NULL,NULL,"5067","86","345","79","0.33"
"4632","Sample  All Possess","yes",NULL,"12061",NULL,NULL,"75","0"
"4633","Production follow up,  Line layout, Machine balancing, Capacity balancing, Quality follow up, Target sitting, Day wise production plan","yes",NULL,"7449",NULL,NULL,"72","0"
"4638","100","yes",NULL,"4074","15","432","67","0.4"
"4639","120","yes",NULL,"4074","15","58","70","0.7"
"4640","70","yes",NULL,"4074","15","6","70","0.6"
"4641","Sample  All Possess","yes",NULL,"12945",NULL,NULL,"70","0"
"4642","148",NULL,NULL,"4007","86","140","80","0.33"
"4644","Production follow up,  Line layout, Machine balancing, Capacity balancing, Quality follow up, Target sitting, Day wise production plan","yes",NULL,"16282",NULL,NULL,"72","0"
"4645","143",NULL,NULL,"4065","86","335","79","0.33"
"4646","101",NULL,NULL,"4819","90","301","70","0.4"
"4648","Sample  All Possess","yes",NULL,"10808",NULL,NULL,"75","0"
"4649","84","yes",NULL,"4503","8","97","70","0.5"
"4650","90","yes",NULL,"4503","8","72","75","0.5"
"4651","113","yes",NULL,"4503","8","67","75","0.4"
"4652","105","yes",NULL,"4503","12","14","70","0.4"
"4653","75","yes",NULL,"4503","8","62","75","0.6"
"4654","60","yes",NULL,"4503","12","25","70","0.7"
"4655","105","yes",NULL,"4503","11","654","70","0.4"
"4656","90","yes",NULL,"4503","15","93","75","0.5"
"4657","321",NULL,NULL,"4808","26","410","80","0.15"
"4658","115",NULL,NULL,"4798","91","109","77","0.4"
"4659","60","yes",NULL,"4795","86","291","70","0.7"
"4660","86","yes",NULL,"10686","93","310","85","0.6"
"4661","110","yes",NULL,"10686","15","321","73","0.4"
"4662","101","yes",NULL,"4714","163","328","84","0.5"
"4663","109",NULL,NULL,"6934","91","195","73","0.4"
"4664","100",NULL,NULL,"6934","92","310","75","0.45"
"4665","65",NULL,NULL,"9924","86","318","86","0.8"
"4666","64",NULL,NULL,"9924","86","296","80","0.75"
"4667","80","yes",NULL,"4524","252","89","80","0.6"
"4668","120","yes",NULL,"4524","252","88","80","40"
"4669","90","yes",NULL,"4524","8","97","75","0.5"
"4670","90","yes",NULL,"4524","8","93","75","0.5"
"4671","120","yes",NULL,"4524","16","95","80","0.4"
"4672","84","yes",NULL,"4524","11","80","70","0.5"
"4673","120","yes",NULL,"10737","86","294","70","0.35"
"4674","97",NULL,NULL,"10737",NULL,"138","73","0.45"
"4675","90","yes",NULL,"4730","86","324","75","5"
"4676","89",NULL,NULL,"8666","93","310","81","0.55"
"4677","113",NULL,NULL,"8666","93","321","85","0.45"
"4678","Front and back part  Follow up. Line layout making. Production follow up size and serial maintaining operator train up. Operator monitoring.","yes",NULL,"8127",NULL,NULL,"72","0"
"4679","Sample  All Possess","yes",NULL,"8193",NULL,NULL,"50","0"
"4680","86",NULL,NULL,"8687","92","311","79","0.55"
"4681","103",NULL,NULL,"8687","92","321","77","0.45"
"4683","Front and back part  Follow up. Line layout making. Production follow up size and serial maintaining operator train up. Operator monitoring.","yes",NULL,"10575",NULL,NULL,"70","0"
"4684","81","yes",NULL,"12296","242","303","81","0.6"
"4685","143",NULL,NULL,"12296","89","519","71","0.3"
"4686","100",NULL,NULL,"9972","243","304","82","0.5"
"4687","Inventory Management Skills, Software Skills, Excel, and inventory tracking tools, Organizational knowledge , Communication , Attention to Detail,","yes",NULL,"7186",NULL,NULL,"66","0"
"4688","60",NULL,NULL,"8998","86","140","75","0.75"
"4689","96",NULL,NULL,"8998","86","331","72","0.45"
"4690","Front and back part  Follow up. Line layout making. Production follow up size and serial maintaining operator train up. Operator monitoring.","yes",NULL,"10485",NULL,NULL,"73","0"
"4692","Sample  All Possess+Make Patten Asper Boyer Requerment","yes",NULL,"7442",NULL,NULL,"80","0"
"4693","42",NULL,NULL,"9925","86","131","58","0.8"
"4694","70",NULL,NULL,"9925","86","302","83","0.7"
"4695","132",NULL,NULL,"9057","86","979","78","0.65"
"4696","143",NULL,NULL,"9057","89","46","72","0.3"
"4698","Front and back part  Follow up. Line layout making. Production follow up size and serial maintaining operator train up. Operator monitoring.","yes",NULL,"16536",NULL,NULL,"70","0"
"4699","98",NULL,NULL,"8947","86","380","73","0.45"
"4700","104",NULL,NULL,"8947","86","325","70","0.4"
"4701","50","yes",NULL,"12333","243","305","59","0.7"
"4702","Front and back part  Follow up. Line layout making. Production follow up size and serial maintaining operator train up. Operator monitoring.","yes",NULL,"14389",NULL,NULL,"72","0"
"4704","100","yes",NULL,"6558","86","321","40","4"
"4705","72",NULL,NULL,"8950","86","302","84","0.7"
"4706","117",NULL,NULL,"8950","86","300","79","0.4"
"4708","80",NULL,NULL,"9059","93","310","74","0.55"
"4709","118",NULL,NULL,"9059","93","195","80","0.45"
"4710","87","yes",NULL,"12580","243","304","58","0.42"
"4711","58","yes",NULL,"12580","243","305","82","0.85"
"4712","Inventory Management Skills, Software Skills, Excel, and inventory tracking tools, Organizational knowledge , Communication , Attention to Detail,","yes",NULL,"7063",NULL,NULL,"69","0"
"4713","298",NULL,"Promotion","9338","274","338","74","0.15"
"4718","91",NULL,NULL,"9526","86","106","75","0.5"
"4720","107",NULL,NULL,"9709","86","327","62","0.75"
"4721","138","yes",NULL,"12652","86","288","69","0.3"
"4725","Front and back part  Follow up. Line layout making. Production follow up size and serial maintaining operator train up. Operator monitoring.","yes",NULL,"7173",NULL,NULL,"73","0"
"4726","Sample  All Possess+Make Patten Asper Boyer Requerment","yes",NULL,"8205",NULL,NULL,"70","0"
"4727","Inventory Management Skills, Software Skills, Excel, and inventory tracking tools, Organizational knowledge , Communication , Attention to Detail,","yes",NULL,"12048",NULL,NULL,"65","0"
"4728","128",NULL,NULL,"10385","89","296","75","0.35"
"4729","105",NULL,NULL,"10385","86","292","78","0.48"
"4730","55",NULL,NULL,"10385","86","291","69","0.75"
"4731","Sample  All Possess+Make Patten Asper Boyer Requerment","yes",NULL,"9561",NULL,NULL,"65","0"
"4732","58",NULL,NULL,"13476","163","109","73","0.75"
"4733","111",NULL,NULL,"13476","163","195","74","0.4"
"4734","93",NULL,NULL,"16903","172","388","77","0.5"
"4735","90",NULL,NULL,"16903","250","406","75","0.5"
"4736","50",NULL,NULL,"13841","86","320","70","0.85"
"4739","90","yes",NULL,"6895","15","644","90","0.6"
"4740","135","yes",NULL,"6895","15","95","90","0.4"
"4741","84","yes",NULL,"6895","8","72","70","0.5"
"4742","96","yes",NULL,"6895","8","97","80","0.5"
"4743","70","yes",NULL,"6895","8","92","70","0.6"
"4744","60","yes",NULL,"6895","8","24","80","0.8"
"4745","59","yes",NULL,"12661","86","168","74","0.75"
"4746","58","yes",NULL,"12661","86","382","73","0.75"
"4747","Inventory Management Skills, Software Skills, Excel, and inventory tracking tools, Organizational knowledge , Communication , Attention to Detail, Bas","yes",NULL,"8172",NULL,NULL,"70","0"
"4748","124",NULL,NULL,"16867","172","201","82","0.4"
"4749","86",NULL,NULL,"16867","250","406","79","0.55"
"4750","84","yes",NULL,"8423","8","72","70","0.5"
"4751","113","yes",NULL,"8423","8","46","75","0.4"
"4752","105","yes",NULL,"8423","11","653","70","0.4"
"4753","113","yes",NULL,"8423","8","654","75","0.4"
"4754","60","yes",NULL,"8423","8","62","60","0.6"
"4755","158","yes",NULL,"14404","86","340","60","7"
"4756","117","yes",NULL,"13183","86","291","78","0.4"
"4757","117","yes",NULL,"13183","86","292","78","0.4"
"4758","103","yes",NULL,"14457","86","111","77","0.45"
"4759","Pattern Making+Manul Pattern Digitizing+Sample Devlop","yes",NULL,"13756",NULL,NULL,"78","0"
"4760","70","yes",NULL,"8441","8","62","70","0.6"
"4761","75","yes",NULL,"8441","8","72","75","0.6"
"4762","84","yes",NULL,"8441","8","448","70","0.5"
"4763","56","yes",NULL,"8441","8","6","65","0.7"
"4764","Front and back part  Follow up. Line layout making. Production follow up size and serial maintaining operator train up. Operator monitoring.","yes",NULL,"8146",NULL,NULL,"72","0"
"4766","100","yes",NULL,"8723","22","66","67","0.4"
"4767","80","yes",NULL,"8723","8","80","53","0.4"
"4768","100","yes",NULL,"8723","8","95","63","0.38"
"4769","100",NULL,NULL,"16131","86","106","84","0.5"
"4770","69",NULL,NULL,"16131","87","475","81","0.7"
"4771","117",NULL,NULL,"16872","172","201","78","0.4"
"4772","86",NULL,NULL,"16872","249","497","72","0.5"
"4773","Pattern Making+Manul Pattern Digitizing+Sample Devlop","yes",NULL,"8192",NULL,NULL,"70","0"
"4774","154",NULL,NULL,"14778","86","301","77","3"
"4775","Front and back part  Follow up. Line layout making. Production follow up size and serial maintaining operator train up. Operator monitoring.","yes",NULL,"8150",NULL,NULL,"75","0"
"4776","105","yes",NULL,"8768","11","654","70","0.4"
"4777","111","yes",NULL,"8768","12","46","65","0.35"
"4778","105","yes",NULL,"8768","8","45","70","0.4"
"4779","120","yes",NULL,"8768","8","41","70","0.35"
"4780","59","yes",NULL,"13179","243","305","74","0.75"
"4781","101",NULL,NULL,"16253","89","297","76","0.45"
"4782","Inventory Management Skills, Software Skills, Excel, and inventory tracking tools, Organizational knowledge , Communication , Attention to Detail, Bas","yes",NULL,"7221",NULL,NULL,"68","0"
"4783","121",NULL,NULL,"15137","86","193","71","0.35"
"4785","Pattern Making+Manul Pattern Digitizing+Sample Devlop","yes",NULL,"9183",NULL,NULL,"78","0"
"4786","150",NULL,NULL,"16904","172","257","77","0.33"
"4787","Production follow up,  Line layout, Machine balancing, Capacity balancing, Quality follow up, Target sitting, Day wise production plan","yes",NULL,"10802",NULL,NULL,"71","0"
"4788","70","yes",NULL,"8707","8","62","70","0.6"
"4789","50","yes",NULL,"8707","8","24","59","0.7"
"4790","90","yes",NULL,"8707","8","97","75","0.5"
"4791","100","yes",NULL,"8707","8","92","83","0.5"
"4792","90","yes",NULL,"8707","8","18","75","0.4"
"4793","75","yes",NULL,"8707","8","87","75","0.6"
"4794","90","yes",NULL,"8707","8","67","75","0.5"
"4795","Production follow up,  Line layout, Machine balancing, Capacity balancing, Quality follow up, Target sitting, Day wise production plan","yes",NULL,"16657",NULL,NULL,"70","0"
"4796","115","yes",NULL,"13192","163","195","77","0.4"
"4797","68","yes",NULL,"13192","163","321","85","0.75"
"4798","84","yes",NULL,"13192","242","293","77","0.55"
"4799","Sample  All Posses","yes",NULL,"14385",NULL,NULL,"80","0"
"4800","80",NULL,NULL,"16902","165","419","67","0.5"
"4801","122",NULL,NULL,"16902","165","464","81","0.4"
"4802","Sample  All Possess","yes",NULL,"14386",NULL,NULL,"80","0"
"4803","50","yes",NULL,"8731","8","87","59","0.7"
"4804","60","yes",NULL,"8731","8","26","60","0.6"
"4805","90","yes",NULL,"8731","8","18","60","0.4"
"4806","Sample  All Possess","yes",NULL,"15454",NULL,NULL,"70","0"
"4807","Sample  All Possess","yes",NULL,"15212",NULL,NULL,"65","0"
"4808","99",NULL,NULL,"16861","165","411","74","0.45"
"4809","84",NULL,NULL,"16861","165","464","63","0.45"
"4810","100",NULL,NULL,"13320","89","161","75","0.45"
"4811","109",NULL,NULL,"13320","89","397","80","0.45"
"4812","70","yes",NULL,"8735","8","62","70","0.6"
"4813","75","yes",NULL,"8735","8","72","75","0.6"
"4814","105","yes",NULL,"8735","8","92","70","40"
"4815","58","yes",NULL,"8735","8","16","68","70"
"4816","82","yes",NULL,"8735","8","97","68","0.5"
"4817","70",NULL,NULL,"16866","165","415","82","0.7"
"4818","76",NULL,NULL,"16866","165","412","76","0.6"
"4819","Production follow up,  Line layout, Machine balancing, Capacity balancing, Quality follow up, Target sitting, Day wise production plan","yes",NULL,"13808",NULL,NULL,"72","0"
"4820","105","yes",NULL,"6489","16","96","70","0.4"
"4821","140","yes",NULL,"6489","16","59","70","0.3"
"4822","150","yes",NULL,"6489","16","57","75","0.3"
"4823","113","yes",NULL,"6489","15","94","75","0.4"
"4824","70","yes",NULL,"6489","15","79","70","0.6"
"4825","183",NULL,NULL,"16868","168","423","85","0.28"
"4826","60",NULL,NULL,"16868","165","403","84","0.85"
"4827","70",NULL,NULL,"13325","86","185","70","0.4"
"4828","118",NULL,NULL,"13325","86","300","78","0.4"
"4829","90","yes",NULL,"6467","252","88","75","0.5"
"4830","105","yes",NULL,"6467","16","95","70","0.4"
"4831","140","yes",NULL,"6467","16","59","70","0.3"
"4832","113","yes",NULL,"6467","15","96","75","0.4"
"4833","65","yes",NULL,"6467","15","79","65","0.6"
"4834","73",NULL,NULL,"16874","165","400","73","0.6"
"4835","135",NULL,NULL,"16874","165","469","90","0.4"
"4836","75","yes",NULL,"6486","8","97","75","0.6"
"4837","70","yes",NULL,"6486","8","62","70","0.5"
"4838","66","yes",NULL,"6486","8","87","66","0.6"
"4839","84","yes",NULL,"6486","8","72","70","0.5"
"4840","75","yes",NULL,"6486","8","92","75","0.6"
"4841","92",NULL,NULL,"16938","165","497","76","0.5"
"4842","75",NULL,NULL,"16938","165","203","75","0.6"
"4843","87",NULL,NULL,"14113","246","382","79","0.55"
"4844","120",NULL,NULL,"14113","86","300","80","0.4"
"4845","Inventory Management Skills, Software Skills, Excel, and inventory tracking tools, Organizational knowledge , Communication , Attention to Detail, Bas","yes",NULL,"7222",NULL,NULL,"67","0"
"4846","Sample  All Possess","yes",NULL,"14716",NULL,NULL,"70","0"
"4847","124",NULL,NULL,"16940","245","415","82","0.4"
"4848","80",NULL,NULL,"16940","245","412","80","0.6"
"4849","90","yes",NULL,"4849","8","542","75","0.5"
"4850","65","yes",NULL,"4849","8","87","65","0.6"
"4851","105","yes",NULL,"4849","8","41","70","0.4"
"4852","120","yes",NULL,"4849","8","63","70","0.35"
"4853","Sample  All Possess","yes",NULL,"16007",NULL,NULL,"65","0"
"4854","92",NULL,NULL,"16939","172","388","76","0.5"
"4855","100",NULL,NULL,"16939","172","201","75","0.4"
"4856","93","yes",NULL,"17002","93","310","78","0.5"
"4857","Sample  All Possess","yes",NULL,"16008",NULL,NULL,"70","0"
"4858","90","yes",NULL,"4974","8","67","75","0.5"
"4859","70","yes",NULL,"4974","8","87","70","0.6"
"4860","60","yes",NULL,"4974","8","6","70","0.7"
"4861","68","yes",NULL,"4974","8","542","68","0.6"
"4862","100","yes",NULL,"4974","8","66","75","0.45"
"4863","Sample  All Possess","yes",NULL,"15497",NULL,NULL,"70","0"
"4864","Sample  All Possess","yes",NULL,"13754",NULL,NULL,"65","0"
"4865","100","yes",NULL,"5136","8","97","80","0.5"
"4866","100","yes",NULL,"5136","8","93","83","0.5"
"4867","70","yes",NULL,"5136","8","87","70","0.6"
"4868","100","yes",NULL,"5136","15","94","75","0.45"
"4869","80","yes",NULL,"5136","15","79","80","0.6"
"4870","80","yes",NULL,"5136","8","542","80","0.6"
"4871","80","yes",NULL,"5136","8","45","67","0.5"
"4872","120",NULL,NULL,"14135","86","300","80","0.4"
"4873","120",NULL,NULL,"14135","86","349","80","0.4"
"4874","Sample  All Possess Cutting","yes",NULL,"13045",NULL,NULL,"70","0"
"4875","Inventory Management Skills, Software Skills, Excel, and inventory tracking tools, Organizational knowledge , Communication , Attention to Detail, Bas","yes",NULL,"1713",NULL,NULL,"65","0"
"4876","142",NULL,NULL,"14425","163","308","84","0.35"
"4877","101",NULL,NULL,"14425","89","137","84","0.5"
"4878","70","yes",NULL,"6449","8","62","70","0.6"
"4879","80","yes",NULL,"6449","8","7","67","0.5"
"4880","70","yes",NULL,"6449","8","71","58","0.5"
"4881","70","yes",NULL,"6449","12","66","70","0.6"
"4882","60","yes",NULL,"6449","15","443","60","0.6"
"4883","360","yes",NULL,"6425","8","101","83","0.3"
"4884","450","yes",NULL,"6425","26","450","60","0.08"
"4885","121",NULL,NULL,"14498","86","327","81","0.4"
"4886","107",NULL,NULL,"14498","86","193","79","0.4"
"4887","Receiving and checking goods–   Awareness and Safety Knowledge –  Physical Strength –  Teamwork  –  Time Management –  Knowledge of Tools/Equipment","yes",NULL,"10816",NULL,NULL,"65","0"
"4888","80","yes",NULL,"6427","15","79","78","0.58"
"4889","110","yes",NULL,"6427","15","94","82","0.45"
"4890","60","yes",NULL,"6427","16","81","60","0.6"
"4891","70","yes",NULL,"6427","8","434","52","0.45"
"4892","130","yes",NULL,"6427","15","645","65","0.3"
"4893","112",NULL,NULL,"14743","86","347","75","0.4"
"4894","117",NULL,NULL,"14743","86","794","78","0.4"
"4895","79",NULL,NULL,"14734","89","106","79","0.6"
"4896","80",NULL,NULL,"14734","86","302","80","0.55"
"4897","142",NULL,NULL,"14746","86","545","71","0.3"
"4898","145",NULL,NULL,"14746","86","327","72","0.3"
"4899","119",NULL,NULL,"14737","86","351","79","0.4"
"4900","112",NULL,NULL,"14737","86","301","75","0.4"
"4901","Production follow up,  Line layout, Machine balancing, Capacity balancing, Quality follow up, Target sitting, Day wise production plan","yes",NULL,"16511",NULL,NULL,"71","0"
"4902","Production follow up,  Line layout, Machine balancing, Capacity balancing, Quality follow up, Target sitting, Day wise production plan","yes",NULL,"16093",NULL,NULL,"72","0"
"4903","Production follow up,  Line layout, Machine balancing, Capacity balancing, Quality follow up, Target sitting, Day wise production plan","yes",NULL,"15881",NULL,NULL,"72","0"
"4904","78",NULL,NULL,"15113","86","339","78","0.6"
"4905","65",NULL,NULL,"15113","86","331","72","0.65"
"4906","Production follow up,  Line layout, Machine balancing, Capacity balancing, Quality follow up, Target sitting, Day wise production plan","yes",NULL,"11025",NULL,NULL,"73","0"
"4907","1. Supervision of Quality Team 2. Maintain Quality Standards 3. Process Control 4. Pre-Production Meetings 5. Conduct Quality Audits 6. Root Cause","yes",NULL,"7193",NULL,NULL,"74",NULL
"4908","Production follow up,  Line layout, Machine balancing, Capacity balancing, Quality follow up, Target sitting, Day wise production plan","yes",NULL,"8594",NULL,NULL,"75","0"
"4909","Production follow up,  Line layout, Machine balancing, Capacity balancing, Quality follow up, Target sitting, Day wise production plan","yes",NULL,"8148",NULL,NULL,"72","0"
"4910","64",NULL,NULL,"15112","86","303","71","0.65"
"4911","120",NULL,NULL,"15112","86","159","80","0.4"
"4912","120","yes",NULL,"6428","15","40","60","0.3"
"4913","100","yes",NULL,"6428","15","58","58","0.35"
"4914","100","yes",NULL,"6428","15","446","50","0.3"
"4915","Production follow up,  Line layout, Machine balancing, Capacity balancing, Quality follow up, Target sitting, Day wise production plan","yes",NULL,"8151",NULL,NULL,"74","0"
"4916","105","yes",NULL,"6451","8","430","70","0.4"
"4917","45","yes",NULL,"6451","8","6","56","0.8"
"4918","105","yes",NULL,"6451","8","45","70","0.4"
"4919","114",NULL,NULL,"9049","86","355","76","0.4"
"4920","120",NULL,NULL,"9049","86","335","80","0.4"
"4921","76",NULL,NULL,"15234","86","303","76","0.6"
"4922","71",NULL,NULL,"15234","86","336","77","0.65"
"4923","60","yes",NULL,"6464","15","79","60","0.6"
"4924","80","yes",NULL,"6464","15","94","60","0.45"
"4925","120","yes",NULL,"6464","15","58","60","0.3"
"4926","Production follow up,  Line layout, Machine balancing, Capacity balancing, Quality follow up, Target sitting, Day wise production plan","yes",NULL,"8145",NULL,NULL,"73","0"
"4927","140","yes",NULL,"6488","8","654","70","0.3"
"4928","140","yes",NULL,"6488","8","46","70","0.3"
"4929","86","yes",NULL,"6488","8","653","72","0.5"
"4930","70","yes",NULL,"6488","12","16","70","0.6"
"4931","56","yes",NULL,"6488","8","6","75","0.8"
"4932","61",NULL,NULL,"9122","86","356","76","0.75"
"4933","101",NULL,NULL,"9122","86","106","84","0.5"
"4934","70","yes",NULL,"6469","15","79","70","0.6"
"4935","80","yes",NULL,"6469","15","94","60","0.45"
"4936","70","yes",NULL,"6469","8","433","58","0.5"
"4937","100","yes",NULL,"6469","8","41","67","0.4"
"4938","70","yes",NULL,"6474","8","62","70","0.6"
"4939","80","yes",NULL,"6474","8","7","67","0.5"
"4940","60","yes",NULL,"6474","8","6","60","0.6"
"4941","60","yes",NULL,"6474","8","45","60","0.6"
"4942","116",NULL,NULL,"15329","86","298","78","0.4"
"4943","75",NULL,NULL,"15329","86","185","75","0.6"
"4944","96",NULL,NULL,"9666","86","136","80","0.5"
"4945","103",NULL,NULL,"9666","86","299","85","0.5"
"4946","74",NULL,NULL,"15705","86","313","80","0.65"
"4947","120",NULL,NULL,"15705","86","330","80","0.4"
"4948","171","yes",NULL,"16937","163","366","85","0.3"
"4949","85","yes",NULL,"16937","86","117","70","0.5"
"4950","85",NULL,NULL,"9675","86","106","78","0.55"
"4951","79",NULL,NULL,"9675","86","303","79","0.6"
"4952","1.Garment Quality Control (QC) Knowledge 2.Garment Manufacturing Process 3.Fabric and Accessories Knowledge 4.Inspection & Audit 5.Root Cause Analysis","yes",NULL,"7034",NULL,NULL,"70","0"
"4953","Supervision of Loading and Unloading:Managing Loader Workers:erification of Packing and Labeling:hecking Shipping Documentation:Ensuring Safety and Da","yes",NULL,"7220",NULL,NULL,"75","0"
"4954","121",NULL,NULL,"15707","93","321","80","0.4"
"4955","Supervision of Fusing Process:Machine Operation & Settings:Quality Control:Material Verification:Sample Testing:Maintenance of Fusing Machines:","yes",NULL,"7018",NULL,NULL,"72","0"
"4956","80","yes",NULL,"17073","8","446","80","0.6"
"4957","80","yes",NULL,"17073","8","653","80","0.6"
"4958","90","yes",NULL,"17073","11","49","75","0.5"
"4959","Supervision of Cutting Operations:Marker and Fabric Planning:eam Management:Checking Fabric and Marker:Daily Production Monitoring:nventory Management","yes",NULL,"7062",NULL,NULL,"73","0"
"4960","100","yes",NULL,"17074","8","653","83","0.5"
"4961","60","yes",NULL,"17074","8","37","80","0.8"
"4962","100","yes",NULL,"17074","8","445","67","0.4"
"4963","Supervision of Cleaning Staff:Maintaining Clean Work Environment:Daily Cleaning Schedules:Monitoring Supplies and Equipment:Waste Management:Inspectio","yes",NULL,"7179",NULL,NULL,"72","0"
"4964","120",NULL,"Promotion","9665","243","305","80","0.4"
"4965","108",NULL,NULL,"9665","243","304","78","0.45"
"4966","100","yes",NULL,"17075","254","26","83","0.5"
"4967","120","yes",NULL,"17075","254","449","80","0.4"
"4968","112",NULL,NULL,"9661","86","336","82","0.45"
"4969","99",NULL,NULL,"9661","86","111","82","0.5"
"4970","100","yes",NULL,"17076","8","653","67","0.4"
"4971","120","yes",NULL,"17076","15","58","60","0.3"
"4972","120","yes",NULL,"17076","15","49","60","0.3"
"4973","116",NULL,NULL,"9711","86","300","77","0.4"
